DATE,CUSR0000SEHF02
1995-07-01,102.1333333333333333
1995-10-01,100.5666666666666667
1996-01-01,103.3000000000000000
1996-04-01,106.4333333333333333
1996-07-01,108.5000000000000000
1996-10-01,110.4333333333333333
1997-01-01,117.2666666666666667
1997-04-01,111.2666666666666667
1997-07-01,113.2333333333333333
1997-10-01,116.4000000000000000
1998-01-01,112.9666666666666667
1998-04-01,113.7333333333333333
1998-07-01,111.8666666666666667
1998-10-01,110.7000000000000000
1999-01-01,111.0666666666666667
1999-04-01,110.6666666666666667
1999-07-01,114.8333333333333333
1999-10-01,115.2666666666666667
2000-01-01,117.0666666666666667
2000-04-01,123.7000000000000000
2000-07-01,136.9333333333333333
2000-10-01,150.1666666666666667
2001-01-01,180.5333333333333333
2001-04-01,170.0666666666666667
2001-07-01,149.4000000000000000
2001-10-01,133.3666666666666667
2002-01-01,131.8333333333333333
2002-04-01,134.8666666666666667
2002-07-01,134.2000000000000000
2002-10-01,139.9666666666666667
2003-01-01,158.3666666666666667
2003-04-01,170.1000000000000000
2003-07-01,170.7000000000000000
2003-10-01,166.4666666666666667
2004-01-01,172.0666666666666667
2004-04-01,174.8000000000000000
2004-07-01,182.8000000000000000
2004-10-01,190.7333333333333333
2005-01-01,189.7666666666666667
2005-04-01,198.2000000000000000
2005-07-01,213.9333333333333333
2005-10-01,259.6666666666666667
2006-01-01,242.1000000000000000
2006-04-01,217.1666666666666667
2006-07-01,213.6666666666666667
2006-10-01,209.9666666666666667
2007-01-01,217.8833333333333333
2007-04-01,223.0773333333333333
2007-07-01,215.3100000000000000
2007-10-01,215.0056666666666667
2008-01-01,223.3683333333333333
2008-04-01,260.0256666666666667
2008-07-01,273.9283333333333333
2008-10-01,234.7393333333333333
2009-01-01,214.1846666666666667
2009-04-01,187.4993333333333333
2009-07-01,184.0093333333333333
2009-10-01,188.5166666666666667
2010-01-01,194.1593333333333333
2010-04-01,189.3843333333333333
2010-07-01,189.7086666666666667
2010-10-01,184.9573333333333333
2011-01-01,184.0593333333333333
2011-04-01,187.8380000000000000
2011-07-01,185.7840000000000000
2011-10-01,179.5853333333333333
2012-01-01,169.2693333333333333
2012-04-01,162.1660000000000000
2012-07-01,164.4923333333333333
2012-10-01,170.0936666666666667
2013-01-01,171.2483333333333333
2013-04-01,179.9306666666666667
2013-07-01,174.3040000000000000
2013-10-01,172.4726666666666667
2014-01-01,187.3666666666666667
2014-04-01,194.6980000000000000
2014-07-01,185.6936666666666667
2014-10-01,179.4863333333333333
2015-01-01,173.6640000000000000
2015-04-01,165.3843333333333333
2015-07-01,162.6336666666666667
2015-10-01,156.7746666666666667
2016-01-01,154.0710000000000000
2016-04-01,156.1490000000000000
2016-07-01,165.1760000000000000
2016-10-01,167.2283333333333333
2017-01-01,170.0906666666666667
2017-04-01,175.7943333333333333
2017-07-01,174.3513333333333333
2017-10-01,173.5316666666666667
2018-01-01,176.0463333333333333
2018-04-01,174.8520000000000000
2018-07-01,171.9930000000000000
2018-10-01,171.5360000000000000
2019-01-01,175.2693333333333333
2019-04-01,171.8923333333333333
2019-07-01,168.0980000000000000
2019-10-01,168.8193333333333333
2020-01-01,170.4856666666666667
2020-04-01,170.7213333333333333
2020-07-01,169.6866666666666667
2020-10-01,174.4750000000000000
2021-01-01,182.3536666666666667
2021-04-01,194.4203333333333333
2021-07-01,204.0343333333333333
2021-10-01,219.1936666666666667
2022-01-01,224.4143333333333333
2022-04-01,254.0623333333333333
2022-07-01,269.7416666666666667
2022-10-01,258.9546666666666667
2023-01-01,258.9526666666666667
2023-04-01,226.4963333333333333
2023-07-01,224.5363333333333333
2023-10-01,224.1886666666666667
2024-01-01,232.3203333333333333
2024-04-01,227.9753333333333333
2024-07-01,227.0056666666666667
2024-10-01,.
