DATE,CUSR0000SETB01
2010-07-01,232.4536666666666667
2010-10-01,259.3300000000000000
2011-01-01,283.5820000000000000
2011-04-01,309.7650000000000000
2011-07-01,306.7816666666666667
2011-10-01,305.0706666666666667
2012-01-01,313.9976666666666667
2012-04-01,304.8653333333333333
2012-07-01,308.2196666666666667
2012-10-01,318.1003333333333333
2013-01-01,315.4763333333333333
2013-04-01,295.4830000000000000
2013-07-01,299.8510000000000000
2013-10-01,298.7090000000000000
2014-01-01,304.5160000000000000
2014-04-01,302.9853333333333333
2014-07-01,293.8636666666666667
2014-10-01,259.7453333333333333
2015-01-01,207.0460000000000000
2015-04-01,222.5763333333333333
2015-07-01,219.8116666666666667
2015-10-01,196.3546666666666667
2016-01-01,173.1120000000000000
2016-04-01,189.6096666666666667
2016-07-01,186.3223333333333333
2016-10-01,201.0840000000000000
2017-01-01,214.0693333333333333
2017-04-01,200.9063333333333333
2017-07-01,207.9086666666666667
2017-10-01,225.5953333333333333
2018-01-01,235.4723333333333333
2018-04-01,241.4173333333333333
2018-07-01,245.9916666666666667
2018-10-01,238.9476666666666667
2019-01-01,218.6600000000000000
2019-04-01,239.9663333333333333
2019-07-01,231.0206666666666667
2019-10-01,237.8230000000000000
2020-01-01,224.2270000000000000
2020-04-01,168.2306666666666667
2020-07-01,190.0340000000000000
2020-10-01,196.5273333333333333
2021-01-01,234.2836666666666667
2021-04-01,252.6716666666666667
2021-07-01,269.2683333333333333
2021-10-01,299.9460000000000000
2022-01-01,333.6776666666666667
2022-04-01,381.0623333333333333
2022-07-01,346.6106666666666667
2022-10-01,325.7873333333333333
2023-01-01,311.9090000000000000
2023-04-01,305.5800000000000000
2023-07-01,320.2093333333333333
2023-10-01,308.6340000000000000
2024-01-01,302.3920000000000000
2024-04-01,306.5843333333333333
2024-07-01,289.8596666666666667
2024-10-01,.
