DATE,RNUSBIS
2007-07-01,79.4733333333333333
2007-10-01,76.1866666666666667
2008-01-01,75.4633333333333333
2008-04-01,74.6700000000000000
2008-07-01,76.9466666666666667
2008-10-01,84.9833333333333333
2009-01-01,87.5033333333333333
2009-04-01,83.7633333333333333
2009-07-01,80.7766666666666667
2009-10-01,78.0833333333333333
2010-01-01,79.1233333333333333
2010-04-01,81.0033333333333333
2010-07-01,79.9600000000000000
2010-10-01,76.4366666666666667
2011-01-01,75.5666666666666667
2011-04-01,73.8833333333333333
2011-07-01,74.8366666666666667
2011-10-01,77.9400000000000000
2012-01-01,77.6766666666666667
2012-04-01,79.3633333333333333
2012-07-01,78.9933333333333333
2012-10-01,77.3833333333333333
2013-01-01,78.5366666666666667
2013-04-01,79.8066666666666667
2013-07-01,80.4633333333333333
2013-10-01,79.2200000000000000
2014-01-01,80.6100000000000000
2014-04-01,79.9900000000000000
2014-07-01,81.1733333333333333
2014-10-01,85.0633333333333333
2015-01-01,91.0100000000000000
2015-04-01,92.2833333333333333
2015-07-01,95.4966666666666667
2015-10-01,96.1400000000000000
2016-01-01,98.1466666666666667
2016-04-01,95.6833333333333333
2016-07-01,96.6633333333333333
2016-10-01,100.1833333333333333
2017-01-01,101.2466666666666667
2017-04-01,97.8300000000000000
2017-07-01,93.8033333333333333
2017-10-01,94.9366666666666667
2018-01-01,92.6733333333333333
2018-04-01,95.3533333333333333
2018-07-01,96.3800000000000000
2018-10-01,97.8166666666666667
2019-01-01,97.3433333333333333
2019-04-01,98.2933333333333333
2019-07-01,98.9600000000000000
2019-10-01,98.4400000000000000
2020-01-01,99.9933333333333333
2020-04-01,103.7033333333333333
2020-07-01,99.8333333333333333
2020-10-01,96.4766666666666667
2021-01-01,95.3700000000000000
2021-04-01,96.0133333333333333
2021-07-01,98.1966666666666667
2021-10-01,100.4966666666666667
2022-01-01,101.8400000000000000
2022-04-01,105.7533333333333333
2022-07-01,109.7800000000000000
2022-10-01,108.8066666666666667
2023-01-01,104.4733333333333333
2023-04-01,103.2700000000000000
2023-07-01,103.1966666666666667
2023-10-01,104.3233333333333333
2024-01-01,103.4666666666666667
2024-04-01,105.5066666666666667
2024-07-01,105.7033333333333333
2024-10-01,.
